ACCELEROMETER X (m/s²),ACCELEROMETER Y (m/s²),ACCELEROMETER Z (m/s²),GRAVITY X (m/s²),GRAVITY Y (m/s²),GRAVITY Z (m/s²),LINEAR ACCELERATION X (m/s²),LINEAR ACCELERATION Y (m/s²),LINEAR ACCELERATION Z (m/s²),GYROSCOPE X (rad/s),GYROSCOPE Y (rad/s),GYROSCOPE Z (rad/s),LIGHT (lux),MAGNETIC FIELD X (μT),MAGNETIC FIELD Y (μT),MAGNETIC FIELD Z (μT),ORIENTATION Z (azimuth °),ORIENTATION X (pitch °),ORIENTATION Y (roll °),PROXIMITY (m),SOUND LEVEL (dB),LOCATION Latitude : ,LOCATION Longitude : ,LOCATION Altitude ( m),LOCATION Altitude-google ( m),LOCATION Speed ( Kmh),LOCATION Accuracy ( m),LOCATION ORIENTATION (°),Satellites in range,Time since start in ms ,YYYY-MO-DD HH-MI-SS_SSS
-0.2146,9.6227,-0.7064,-0.3303,9.7912,-0.4389,0.1157,-0.1685,-0.2676,0.0833,-0.1348,0.0511,21.0,-29.14,-125.85,25.22,159.34,-86.58,24.64,4.0,67.983,32.77658,35.005676,,303.5619507,,28.855,,0 / 0,8812,2015-08-10 08:27:18:013
0.1924,10.171,-0.6514,-0.2773,9.7818,-0.6385,0.4697,0.3892,-0.0129,0.0833,-0.1348,0.0511,9.0,-28.47,-123.58,31.13,271.37,-86.79,143.04,4.0,67.983,32.77658,35.005676,,303.5619507,,28.855,,0 / 0,8912,2015-08-10 08:27:18:113
0.1924,10.171,-0.6514,-0.2773,9.7818,-0.6385,0.4697,0.3892,-0.0129,0.078,-0.0358,0.1225,9.0,-28.47,-123.58,31.13,271.37,-86.79,143.04,4.0,65.749,32.77658,35.005676,,303.5619507,,28.855,,0 / 0,9011,2015-08-10 08:27:18:212
0.1278,9.6012,-0.8884,-0.0792,9.7802,-0.7159,0.2069,-0.179,-0.1725,0.0109,-0.007,0.0213,9.0,-27.98,-122.16,36.25,288.19,-85.93,156.53,4.0,65.749,32.77658,35.005676,,303.5619507,,28.855,,0 / 0,9112,2015-08-10 08:27:18:313
0.2403,9.6946,-0.9961,-0.0257,9.7728,-0.813,0.2661,-0.0783,-0.1832,0.0109,-0.007,0.0213,9.0,-28.67,-121.58,38.89,308.69,-85.79,173.69,4.0,65.749,32.77658,35.005676,,303.5619507,,28.855,,0 / 0,9212,2015-08-10 08:27:18:413
-0.1188,9.7544,-0.6873,-0.0159,9.777,-0.7615,-0.103,-0.0226,0.0742,-0.1127,-0.023,0.0064,8.0,-29.7,-122.03,39.73,312.64,-85.24,178.19,4.0,65.749,32.77658,35.005676,,303.5619507,,28.855,,0 / 0,9312,2015-08-10 08:27:18:513
-0.1188,9.7544,-0.6873,-0.0159,9.777,-0.7615,-0.103,-0.0226,0.0742,-0.0349,0.0377,-0.0511,8.0,-29.7,-122.03,39.73,312.64,-85.24,178.19,4.0,72.992,32.77658,35.005676,,303.5619507,,28.855,,0 / 0,9412,2015-08-10 08:27:18:613
-0.0781,9.7281,-0.6346,-0.0117,9.7859,-0.6363,-0.0664,-0.0578,0.0016,2.0E-4,0.0079,0.0075,8.0,-30.07,-122.48,39.93,314.0,-85.55,178.81,4.0,72.992,32.77658,35.005676,,303.5619507,,28.855,,0 / 0,9512,2015-08-10 08:27:18:713
0.0823,9.697,-0.6562,-0.0184,9.7879,-0.6035,0.1007,-0.091,-0.0527,2.0E-4,0.0079,0.0075,8.0,-29.78,-122.62,39.64,315.6,-86.28,178.95,4.0,72.992,32.77658,35.005676,,303.5619507,,28.855,,0 / 0,9611,2015-08-10 08:27:18:812
0.0823,9.697,-0.6562,-0.0184,9.7879,-0.6035,0.1007,-0.091,-0.0527,-0.0221,0.0069,-0.0138,8.0,-29.78,-122.62,39.64,315.6,-86.28,178.95,4.0,65.009,32.77658,35.005676,,303.5619507,,28.855,,0 / 0,9711,2015-08-10 08:27:18:912
0.0177,9.7041,-0.6107,0.0103,9.7884,-0.5959,0.0073,-0.0842,-0.0148,-0.0285,-0.007,-0.0703,8.0,-29.8,-122.9,38.94,314.3,-86.47,178.25,4.0,65.009,32.77658,35.005676,,303.5619507,,28.855,,0 / 0,9811,2015-08-10 08:27:19:012
-0.1284,9.7951,-0.3689,-0.0229,9.7918,-0.537,-0.1055,0.0033,0.1682,-0.0285,-0.007,-0.0703,8.0,-30.2,-123.06,38.5,317.47,-86.52,-179.01,4.0,65.009,32.77658,35.005676,,303.5619507,,28.855,,0 / 0,9912,2015-08-10 08:27:19:113
-0.1978,9.6467,-0.4934,-0.0572,9.795,-0.4724,-0.1407,-0.1483,-0.0209,-0.0136,0.0079,-0.0192,8.0,-30.23,-123.32,38.53,314.32,-86.86,177.56,4.0,68.845,32.77658,35.005676,,303.5619507,,28.855,,0 / 0,10011,2015-08-10 08:27:19:212
-0.1978,9.6467,-0.4934,-0.0572,9.795,-0.4724,-0.1407,-0.1483,-0.0209,0.0024,-0.0059,0.0117,9.0,-30.23,-123.32,38.53,314.32,-86.86,177.56,4.0,68.845,32.77658,35.005676,,303.5619507,,28.855,,0 / 0,10111,2015-08-10 08:27:19:312
-0.0757,9.6706,-0.5412,-0.0471,9.7956,-0.4619,-0.0286,-0.1249,-0.0793,-0.0189,0.0111,-0.0064,9.0,-29.97,-123.57,38.14,309.25,-87.22,173.1,4.0,68.845,32.77658,35.005676,,303.5619507,,28.855,,0 / 0,10212,2015-08-10 08:27:19:413
-0.1236,9.7257,-0.3138,-0.0341,9.7963,-0.4456,-0.0895,-0.0706,0.1318,-0.0189,0.0111,-0.0064,9.0,-29.97,-123.43,37.6,310.61,-87.29,174.17,4.0,68.08,32.77658,35.005676,,303.5619507,,28.855,,0 / 0,10312,2015-08-10 08:27:19:513
-0.1236,9.7257,-0.3138,-0.0341,9.7963,-0.4456,-0.0895,-0.0706,0.1318,2.0E-4,0.01,0.0032,9.0,-29.97,-123.43,37.6,310.61,-87.29,174.17,4.0,68.08,32.77658,35.005676,,303.5619507,,28.855,,0 / 0,10414,2015-08-10 08:27:19:615
-0.0159,9.7784,-0.3641,-0.0545,9.7974,-0.4202,0.0386,-0.019,0.0561,0.0034,0.0037,0.0022,9.0,-30.21,-122.8,37.41,311.5,-87.39,175.62,4.0,68.08,32.77658,35.005676,,303.5619507,,28.855,,0 / 0,10512,2015-08-10 08:27:19:713
0.0201,9.7879,-0.5484,-0.0614,9.7969,-0.4313,0.0814,-0.009,-0.1172,0.0034,0.0037,0.0022,9.0,-30.11,-122.69,37.46,308.54,-87.52,172.61,4.0,65.534,32.77658,35.005676,,303.5619507,,28.855,,0 / 0,10612,2015-08-10 08:27:19:813
-0.0877,9.8143,-0.2348,-0.0729,9.7972,-0.4224,-0.0148,0.0171,0.1876,-0.0019,-0.0102,-0.0298,9.0,-30.12,-122.88,37.28,307.63,-87.45,171.9,4.0,65.534,32.77658,35.005676,,303.5619507,,28.855,,0 / 0,10712,2015-08-10 08:27:19:913
-0.0877,9.8143,-0.2348,-0.0729,9.7972,-0.4224,-0.0148,0.0171,0.1876,-0.0072,0.0239,0.0117,9.0,-30.12,-122.88,37.28,307.63,-87.45,171.9,4.0,65.534,32.77658,35.005676,,303.5619507,,28.855,,0 / 0,10811,2015-08-10 08:27:20:012
-0.1236,9.6922,-0.4838,-0.1021,9.7963,-0.4351,-0.0215,-0.1041,-0.0486,0.0119,-0.0059,-0.0138,9.0,-29.79,-123.19,37.31,305.9,-87.49,170.21,4.0,74.333,32.77658,35.005676,,303.5619507,,28.855,,0 / 0,10911,2015-08-10 08:27:20:112
-0.1571,9.7808,-0.3425,-0.1276,9.796,-0.4365,-0.0295,-0.0153,0.094,0.0119,-0.0059,-0.0138,9.0,-29.11,-122.9,37.32,302.94,-87.39,166.8,4.0,74.333,32.77658,35.005676,,303.5619507,,28.855,,0 / 0,11012,2015-08-10 08:27:20:213
-0.1571,9.7808,-0.3425,-0.1276,9.796,-0.4365,-0.0295,-0.0153,0.094,2.0E-4,-0.0144,0.0096,9.0,-29.11,-122.9,37.32,302.94,-87.39,166.8,4.0,74.333,32.77658,35.005676,,303.5619507,,28.855,,0 / 0,11112,2015-08-10 08:27:20:313
-0.205,9.6826,-0.4096,-0.1238,9.7951,-0.4571,-0.0813,-0.1125,0.0476,0.0024,-0.0208,-0.016,9.0,-29.2,-122.54,37.05,299.52,-87.34,163.7,4.0,72.442,32.77658,35.005676,,303.5619507,,28.855,,0 / 0,11212,2015-08-10 08:27:20:413
-0.1284,9.7089,-0.4886,-0.1472,9.7945,-0.4633,0.0189,-0.0856,-0.0253,0.0024,-0.0208,-0.016,9.0,-29.63,-122.58,37.53,300.46,-87.23,164.85,4.0,72.442,32.77658,35.005676,,303.5619507,,28.855,,0 / 0,11312,2015-08-10 08:27:20:513
0.1062,9.7927,-0.5221,-0.1673,9.7932,-0.4844,0.2735,-4.0E-4,-0.0377,0.0088,0.0132,-0.0149,9.0,-29.98,-122.62,38.39,297.64,-87.16,162.37,4.0,72.442,32.77658,35.005676,,303.5619507,,28.855,,0 / 0,11413,2015-08-10 08:27:20:614
0.1062,9.7927,-0.5221,-0.1673,9.7932,-0.4844,0.2735,-4.0E-4,-0.0377,0.0641,-0.0113,-0.3633,9.0,-29.98,-122.62,38.39,297.64,-87.16,162.37,4.0,71.279,32.77658,35.005676,,303.5619507,,28.855,,0 / 0,11512,2015-08-10 08:27:20:713
-0.2433,10.0633,-0.637,-0.4197,9.7809,-0.5713,0.1764,0.2824,-0.0657,-0.0328,0.0761,-0.9715,9.0,-29.5,-122.71,38.51,296.63,-87.0,160.95,4.0,71.279,32.77658,35.005676,,303.5619507,,28.855,,0 / 0,11612,2015-08-10 08:27:20:813
-2.944,9.6634,-0.0073,-1.2225,9.7068,-0.6726,-1.7214,-0.0434,0.6653,-0.0328,0.0761,-0.9715,9.0,-28.93,-122.65,38.02,275.64,-85.85,143.7,4.0,71.279,32.77658,35.005676,,303.5619507,,28.855,,0 / 0,11711,2015-08-10 08:27:20:912
-2.944,9.6634,-0.0073,-1.2225,9.7068,-0.6726,-1.7214,-0.0434,0.6653,-0.2288,-0.0219,-0.7755,9.0,-28.93,-122.65,38.02,275.64,-85.85,143.7,4.0,63.355,32.77658,35.005676,,303.5619507,,28.855,,0 / 0,11812,2015-08-10 08:27:21:013
-3.1092,8.6986,-0.6657,-2.4814,9.4736,-0.5145,-0.6277,-0.775,-0.1513,-0.0509,-0.0507,-0.7446,9.0,-27.63,-122.18,37.83,243.32,-81.82,118.82,4.0,63.355,32.77658,35.005676,,303.5619507,,28.855,,0 / 0,11912,2015-08-10 08:27:21:113
-3.9424,8.7991,-0.3665,-4.0423,8.9263,-0.3853,0.1,-0.1272,0.0189,-0.0509,-0.0507,-0.7446,9.0,-24.32,-120.59,38.01,222.13,-75.02,101.71,4.0,63.355,32.77658,35.005676,,303.5619507,,28.855,,0 / 0,12011,2015-08-10 08:27:21:212
-5.9846,8.0067,0.0046,-5.2593,8.2738,-0.2318,-0.7253,-0.2671,0.2364,-0.0541,-0.0166,-1.2187,8.0,-18.27,-118.25,39.04,213.26,-65.54,95.45,4.0,71.024,32.77658,35.005676,,303.5619507,,28.855,,0 / 0,12111,2015-08-10 08:27:21:312
-5.9846,8.0067,0.0046,-5.2593,8.2738,-0.2318,-0.7253,-0.2671,0.2364,-0.0552,0.0069,-1.3231,8.0,-18.27,-118.25,39.04,213.26,-65.54,95.45,4.0,71.024,32.77658,35.005676,,303.5619507,,28.855,,0 / 0,12212,2015-08-10 08:27:21:413
-7.4786,6.7234,-0.0073,-6.5332,7.3122,-0.1441,-0.9454,-0.5888,0.1368,-0.0552,0.0069,-1.3231,8.0,-10.57,-115.78,39.68,210.0,-57.53,92.52,4.0,71.024,32.77658,35.005676,,303.5619507,,28.855,,0 / 0,12312,2015-08-10 08:27:21:513
-7.5049,4.9397,0.098,-7.6983,6.0735,-0.1423,0.1933,-1.1338,0.2403,0.0151,-0.0198,-1.2016,8.0,-1.77,-112.08,39.25,207.35,-48.21,91.26,4.0,74.518,32.77658,35.005676,,303.5619507,,28.855,,0 / 0,12411,2015-08-10 08:27:21:612
-7.5049,4.9397,0.098,-7.6983,6.0735,-0.1423,0.1933,-1.1338,0.2403,-0.2395,0.0356,-1.4445,8.0,-1.77,-112.08,39.25,207.35,-48.21,91.26,4.0,74.518,32.77658,35.005676,,303.5619507,,28.855,,0 / 0,12511,2015-08-10 08:27:21:712
-9.2814,3.1153,-0.7136,-8.7595,4.4089,-0.0675,-0.5219,-1.2936,-0.6461,-0.0317,-0.0411,-1.1025,8.0,7.01,-106.42,38.65,206.36,-38.27,91.06,4.0,74.518,32.77658,35.005676,,303.5619507,,28.855,,0 / 0,12612,2015-08-10 08:27:21:813
-9.5951,1.765,-0.1701,-9.4252,2.7077,-0.0596,-0.1698,-0.9427,-0.1106,-0.0317,-0.0411,-1.1025,8.0,15.02,-98.7,38.58,205.49,-26.72,90.44,4.0,68.327,32.77658,35.005676,,303.5619507,,28.855,,0 / 0,12712,2015-08-10 08:27:21:913
-9.71,0.9725,-0.5891,-9.6735,1.5941,-0.2321,-0.0365,-0.6216,-0.357,0.1728,0.2838,-0.7137,8.0,21.9,-88.64,39.0,206.08,-16.03,90.36,4.0,68.327,32.77658,35.005676,,303.5619507,,28.855,,0 / 0,12815,2015-08-10 08:27:22:016
-10.0715,0.1297,-1.1925,-9.7444,1.008,-0.4495,-0.3271,-0.8782,-0.743,0.1707,0.3147,-0.6807,7.0,24.63,-82.98,39.34,206.08,-16.03,90.36,4.0,68.327,32.77658,35.005676,,303.5619507,,28.855,,0 / 0,12911,2015-08-10 08:27:22:112
-10.0715,0.1297,-1.1925,-9.7444,1.008,-0.4495,-0.3271,-0.8782,-0.743,0.1707,0.3147,-0.6807,7.0,24.63,-82.98,39.34,206.08,-16.03,90.36,4.0,68.327,32.77658,35.005676,,303.5619507,,28.855,,0 / 0,13011,2015-08-10 08:27:22:212
-10.0715,0.1297,-1.1925,-9.7444,1.008,-0.4495,-0.3271,-0.8782,-0.743,0.1707,0.3147,-0.6807,7.0,24.63,-82.98,39.34,206.08,-16.03,90.36,4.0,68.327,32.77658,35.005676,,303.5619507,,28.855,,0 / 0,13111,2015-08-10 08:27:22:312
-10.0715,0.1297,-1.1925,-9.7444,1.008,-0.4495,-0.3271,-0.8782,-0.743,0.1707,0.3147,-0.6807,7.0,24.63,-82.98,39.34,206.08,-16.03,90.36,4.0,68.327,32.77658,35.005676,,303.5619507,,28.855,,0 / 0,13211,2015-08-10 08:27:22:412
-10.0715,0.1297,-1.1925,-9.7444,1.008,-0.4495,-0.3271,-0.8782,-0.743,0.1707,0.3147,-0.6807,7.0,24.63,-82.98,39.34,206.08,-16.03,90.36,4.0,68.327,32.77658,35.005676,,303.5619507,,28.855,,0 / 0,13312,2015-08-10 08:27:22:513
-10.0715,0.1297,-1.1925,-9.7444,1.008,-0.4495,-0.3271,-0.8782,-0.743,0.1707,0.3147,-0.6807,7.0,24.63,-82.98,39.34,206.08,-16.03,90.36,4.0,68.327,32.77658,35.005676,,303.5619507,,28.855,,0 / 0,13412,2015-08-10 08:27:22:613
-10.0715,0.1297,-1.1925,-9.7444,1.008,-0.4495,-0.3271,-0.8782,-0.743,0.1707,0.3147,-0.6807,7.0,24.63,-82.98,39.34,206.08,-16.03,90.36,4.0,68.327,32.77658,35.005676,,303.5619507,,28.855,,0 / 0,13511,2015-08-10 08:27:22:712
-9.9374,-0.5478,-0.9626,-9.767,0.1116,-0.8749,-0.1704,-0.6595,-0.0877,0.0982,0.0484,-0.6019,6.0,28.23,-72.14,40.38,209.42,-5.9,92.64,4.0,68.327,32.77658,35.005676,,303.5619507,,28.855,,0 / 0,13613,2015-08-10 08:27:22:814
-9.9374,-0.5478,-0.9626,-9.767,0.1116,-0.8749,-0.1704,-0.6595,-0.0877,0.0982,0.0484,-0.6019,6.0,28.23,-72.14,40.38,209.42,-5.9,92.64,4.0,68.327,32.77658,35.005676,,303.5619507,,28.855,,0 / 0,13712,2015-08-10 08:27:22:913
-9.8608,-0.5359,-0.9674,-9.7468,-0.5227,-0.9489,-0.114,-0.0132,-0.0186,0.029,-6.0E-4,0.0139,6.0,29.61,-49.2,48.31,222.88,-0.65,95.12,4.0,66.197,32.77658,35.005676,,303.5619507,,28.855,,0 / 0,13812,2015-08-10 08:27:23:013
-9.607,-0.5406,-1.1326,-9.7471,-0.5459,-0.9312,0.1401,0.0052,-0.2014,0.0162,0.0324,-0.0117,6.0,29.28,-49.9,48.34,221.01,3.06,95.56,4.0,66.197,32.77658,35.005676,,303.5619507,,28.855,,0 / 0,13912,2015-08-10 08:27:23:113
-9.6501,-0.6651,-1.0967,-9.7453,-0.5623,-0.9414,0.0952,-0.1028,-0.1553,-0.0275,0.0026,-0.0288,6.0,29.29,-50.4,47.88,221.01,3.19,95.46,4.0,66.197,32.77658,35.005676,,303.5619507,,28.855,,0 / 0,14011,2015-08-10 08:27:23:212
-9.6501,-0.6651,-1.0967,-9.7453,-0.5623,-0.9414,0.0952,-0.1028,-0.1553,-0.0275,0.0026,-0.0288,6.0,29.29,-50.4,47.88,221.01,3.19,95.46,4.0,65.208,32.77658,35.005676,,303.5619507,,28.855,,0 / 0,14112,2015-08-10 08:27:23:313
-9.7627,-0.4832,-0.9794,-9.7474,-0.5333,-0.9354,-0.0153,0.0501,-0.044,-0.0211,0.0015,-0.0437,6.0,29.6,-50.24,47.47,220.23,3.29,95.52,4.0,65.208,32.77658,35.005676,,303.5619507,,28.855,,0 / 0,14212,2015-08-10 08:27:23:413
-9.789,-0.5335,-1.0799,-9.7469,-0.537,-0.9387,-0.042,0.0036,-0.1413,0.0333,0.0463,-0.0277,6.0,29.32,-49.71,46.51,220.39,3.12,95.48,4.0,65.208,32.77658,35.005676,,303.5619507,,28.855,,0 / 0,14312,2015-08-10 08:27:23:513
-9.789,-0.5335,-1.0799,-9.7469,-0.537,-0.9387,-0.042,0.0036,-0.1413,0.0333,0.0463,-0.0277,6.0,29.32,-49.71,46.51,220.39,3.12,95.48,4.0,50.835,32.77658,35.005676,,303.5619507,,28.855,,0 / 0,14411,2015-08-10 08:27:23:612
-9.6573,-0.816,-1.226,-9.7423,-0.5598,-0.9725,0.085,-0.2562,-0.2535,0.0034,-0.0091,-0.0021,6.0,29.1,-49.32,46.72,220.93,3.14,95.5,4.0,50.835,32.77658,35.005676,,303.5619507,,28.855,,0 / 0,14511,2015-08-10 08:27:23:712
-9.8105,-0.5263,-0.8525,-9.7413,-0.5513,-0.9885,-0.0693,0.025,0.136,0.012,0.0026,0.0383,6.0,29.04,-49.34,47.26,220.81,3.27,95.7,4.0,50.835,32.77658,35.005676,,303.5619507,,28.855,,0 / 0,14611,2015-08-10 08:27:23:812
-9.7387,-0.5837,-1.0536,-9.7419,-0.5303,-0.9931,0.0031,-0.0534,-0.0605,0.0066,0.0111,-0.0245,6.0,28.78,-49.96,47.61,220.86,3.22,95.79,4.0,65.449,32.77658,35.005676,,303.5619507,,28.855,,0 / 0,14711,2015-08-10 08:27:23:912
-9.7387,-0.5837,-1.0536,-9.7419,-0.5303,-0.9931,0.0031,-0.0534,-0.0605,0.0066,0.0111,-0.0245,6.0,28.78,-49.96,47.61,220.86,3.22,95.79,4.0,65.449,32.77658,35.005676,,303.5619507,,28.855,,0 / 0,14812,2015-08-10 08:27:24:013
-9.8153,-0.5287,-1.0225,-9.7422,-0.526,-0.9924,-0.0732,-0.0027,-0.0301,0.0013,-0.007,0.0468,6.0,28.62,-50.14,47.98,220.89,3.1,95.82,4.0,65.449,32.77658,35.005676,,303.5619507,,28.855,,0 / 0,14911,2015-08-10 08:27:24:112
-9.8656,-0.6101,-1.0464,-9.7443,-0.4827,-0.9949,-0.1214,-0.1273,-0.0515,0.0258,0.0015,0.0383,6.0,28.64,-50.3,47.66,220.9,3.07,95.82,4.0,62.885,32.77658,35.005676,,303.5619507,,28.855,,0 / 0,15011,2015-08-10 08:27:24:212
-9.8656,-0.6101,-1.0464,-9.7443,-0.4827,-0.9949,-0.1214,-0.1273,-0.0515,0.0258,0.0015,0.0383,6.0,28.64,-50.3,47.66,220.9,3.07,95.82,4.0,62.885,32.77658,35.005676,,303.5619507,,28.855,,0 / 0,15111,2015-08-10 08:27:24:312
-9.8512,-0.4329,-0.8836,-9.7446,-0.4544,-1.005,-0.1067,0.0215,0.1214,0.0194,-0.0272,0.018,6.0,28.53,-50.24,46.72,220.34,2.82,95.83,4.0,62.885,32.77658,35.005676,,303.5619507,,28.855,,0 / 0,15211,2015-08-10 08:27:24:412
-10.0428,-0.5957,-0.9243,-9.7483,-0.4399,-0.9747,-0.2945,-0.1558,0.0504,0.0535,-0.1796,0.2726,6.0,28.68,-50.01,45.71,219.72,2.66,95.89,4.0,64.938,32.77658,35.005676,,303.5619507,,28.855,,0 / 0,15311,2015-08-10 08:27:24:512
-9.5975,0.1537,-0.6346,-9.776,-0.1731,-0.7558,0.1785,0.3268,0.1212,0.1664,-0.3393,0.3057,6.0,28.44,-50.05,45.69,219.9,2.57,95.71,4.0,64.938,32.77658,35.005676,,303.5619507,,28.855,,0 / 0,15411,2015-08-10 08:27:24:612
-9.5975,0.1537,-0.6346,-9.776,-0.1731,-0.7558,0.1785,0.3268,0.1212,0.1664,-0.3393,0.3057,6.0,28.44,-50.05,45.69,219.9,2.57,95.71,4.0,64.938,32.77658,35.005676,,303.5619507,,28.855,,0 / 0,15511,2015-08-10 08:27:24:712
-9.552,0.1202,0.11,-9.8032,0.07,-0.2514,0.2512,0.0501,0.3614,0.2421,-0.9071,0.3067,6.0,28.34,-50.66,46.0,220.29,1.01,94.42,4.0,69.548,32.77658,35.005676,,303.5619507,,28.855,,0 / 0,15611,2015-08-10 08:27:24:812
-9.3317,0.6996,2.3462,-9.748,0.4275,0.9819,0.4163,0.272,1.3642,0.1931,-1.4216,0.4409,7.0,28.51,-52.27,44.69,220.51,-0.41,91.47,4.0,69.548,32.77658,35.005676,,303.5619507,,28.855,,0 / 0,15711,2015-08-10 08:27:24:912
-9.3317,0.6996,2.3462,-9.748,0.4275,0.9819,0.4163,0.272,1.3642,0.1931,-1.4216,0.4409,7.0,28.51,-52.27,44.69,220.51,-0.41,91.47,4.0,69.548,32.77658,35.005676,,303.5619507,,28.855,,0 / 0,15811,2015-08-10 08:27:25:012
-8.9965,1.6165,4.1394,-9.332,0.9149,2.872,0.3355,0.7017,1.2674,0.1792,-1.5005,0.4729,7.0,29.33,-54.11,39.79,218.93,-2.5,84.25,4.0,64.453,32.77658,35.005676,,303.5619507,,28.855,,0 / 0,15912,2015-08-10 08:27:25:113
-8.1681,1.3149,5.4706,-8.4692,1.5953,4.6796,0.3011,-0.2804,0.791,-0.0637,-1.3854,0.1309,7.0,31.48,-56.48,29.12,214.4,-5.35,72.89,4.0,64.453,32.77658,35.005676,,303.5619507,,28.855,,0 / 0,16012,2015-08-10 08:27:25:213
-6.3485,1.5375,6.7276,-7.3483,1.6734,6.2748,0.9997,-0.1359,0.4528,-0.135,-1.9532,0.5507,30.0,33.62,-60.15,14.66,208.03,-9.36,61.08,4.0,64.453,32.77658,35.005676,,303.5619507,,28.855,,0 / 0,16112,2015-08-10 08:27:25:313
-6.3485,1.5375,6.7276,-7.3483,1.6734,6.2748,0.9997,-0.1359,0.4528,-0.135,-1.9532,0.5507,30.0,33.62,-60.15,14.66,208.03,-9.36,61.08,4.0,69.513,32.77658,35.005676,,303.5619507,,28.855,,0 / 0,16211,2015-08-10 08:27:25:412
-4.4619,2.3013,8.8201,-5.5206,1.9526,7.8663,1.0587,0.3487,0.9538,-0.2895,-1.5857,0.1192,30.0,33.17,-64.03,-2.09,198.78,-9.83,49.51,4.0,69.513,32.77658,35.005676,,303.5619507,,28.855,,0 / 0,16311,2015-08-10 08:27:25:512
-3.1259,1.5184,9.3995,-3.7306,1.7407,8.9007,0.6047,-0.2224,0.4987,-0.1904,-0.9625,-0.1173,30.0,28.2,-67.27,-19.66,190.93,-11.49,35.06,4.0,69.513,32.77658,35.005676,,303.5619507,,28.855,,0 / 0,16411,2015-08-10 08:27:25:612
-3.1259,1.5184,9.3995,-3.7306,1.7407,8.9007,0.6047,-0.2224,0.4987,-0.1904,-0.9625,-0.1173,28.0,28.2,-67.27,-19.66,190.93,-11.49,35.06,4.0,62.316,32.77658,35.005676,,303.5619507,,28.855,,0 / 0,16511,2015-08-10 08:27:25:712
-2.0701,1.346,9.9358,-2.4024,1.3837,9.4065,0.3323,-0.0377,0.5293,-0.3225,-0.5503,-0.0991,28.0,17.99,-69.13,-36.12,182.53,-10.22,22.74,4.0,62.316,32.77658,35.005676,,303.5619507,,28.855,,0 / 0,16611,2015-08-10 08:27:25:812
-1.3231,0.8264,9.5886,-1.6245,1.0517,9.6138,0.3014,-0.2252,-0.0251,-0.1563,-0.4725,0.1075,28.0,5.94,-68.7,-49.22,174.13,-8.11,14.33,4.0,62.316,32.77658,35.005676,,303.5619507,,28.855,,0 / 0,16712,2015-08-10 08:27:25:913
-0.8347,0.7067,9.8424,-1.0645,0.7474,9.72,0.2298,-0.0407,0.1224,-0.1212,-0.3287,0.0862,28.0,-4.93,-66.75,-57.93,166.45,-6.16,9.59,4.0,61.736,32.77658,35.005676,,303.5619507,,28.855,,0 / 0,16812,2015-08-10 08:27:26:013
-0.8347,0.7067,9.8424,-1.0645,0.7474,9.72,0.2298,-0.0407,0.1224,-0.1212,-0.3287,0.0862,13.0,-4.93,-66.75,-57.93,166.45,-6.16,9.59,4.0,61.736,32.77658,35.005676,,303.5619507,,28.855,,0 / 0,16912,2015-08-10 08:27:26:113
-0.9592,0.3907,9.7969,-0.8622,0.5834,9.7511,-0.097,-0.1927,0.0458,-0.0765,-0.072,-0.0395,13.0,-12.52,-64.43,-63.03,161.51,-4.37,6.25,4.0,61.736,32.77658,35.005676,,303.5619507,,28.855,,0 / 0,17011,2015-08-10 08:27:26:212
-0.6814,0.4434,9.8735,-0.7621,0.5299,9.7625,0.0807,-0.0865,0.111,-0.1244,-0.0304,-0.0661,13.0,-16.75,-62.54,-65.83,158.94,-3.41,5.05,4.0,66.04,32.77658,35.005676,,303.5619507,,28.855,,0 / 0,17111,2015-08-10 08:27:26:312
-0.6814,0.4434,9.8735,-0.7621,0.5299,9.7625,0.0807,-0.0865,0.111,-0.1244,-0.0304,-0.0661,13.0,-16.75,-62.54,-65.83,158.94,-3.41,5.05,4.0,66.04,32.77658,35.005676,,303.5619507,,28.855,,0 / 0,17212,2015-08-10 08:27:26:413
-0.7748,0.4697,9.7371,-0.6918,0.4331,9.7725,-0.083,0.0367,-0.0355,-0.1414,-0.0464,-0.0331,13.0,-18.37,-60.79,-67.17,158.02,-3.1,4.46,4.0,66.04,32.77658,35.005676,,303.5619507,,28.855,,0 / 0,17312,2015-08-10 08:27:26:513
-0.8275,0.52,10.0842,-0.6342,0.3862,9.7784,-0.1933,0.1338,0.3059,-0.0701,0.0367,-0.0448,13.0,-18.94,-60.17,-67.56,157.38,-2.53,4.05,4.0,65.977,32.77658,35.005676,,303.5619507,,28.855,,0 / 0,17412,2015-08-10 08:27:26:613
-0.8275,0.4745,9.9765,-0.6104,0.3831,9.78,-0.2171,0.0914,0.1965,-0.0605,0.0761,-0.0171,13.0,-19.13,-60.1,-67.92,157.83,-2.26,3.71,4.0,65.977,32.77658,35.005676,,303.5619507,,28.855,,0 / 0,17512,2015-08-10 08:27:26:713
-0.8275,0.4745,9.9765,-0.6104,0.3831,9.78,-0.2171,0.0914,0.1965,-0.0605,0.0761,-0.0171,13.0,-19.13,-60.1,-67.92,157.83,-2.26,3.71,4.0,65.977,32.77658,35.005676,,303.5619507,,28.855,,0 / 0,17612,2015-08-10 08:27:26:813
